victor_id	ogg_iri	victor_host_name	victor_host_taxon	victor_host_cell_ontology_iri	victor_host_cell_ontology_name	victor_host_cell_line_ontology_iri	victor_host_cell_line_ontology_name	reference_annotation
3597	OGG_3007056343	human	9606					MUTATION: bfpA deletion mutant of EPEC was less virulent in humans than the wild-type EPEC [PMID:9641917].
3600	OGG_3007078568	mouse	10090					MUTATION: mutant strain showed reduced bacterial escape from phagosomes of macrophages and virulence in mice [PMID:10760131].
3600	OGG_3007078568	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: mutant strain showed reduced bacterial escape from phagosomes of macrophages and virulence in mice [PMID:10760131].
3601	OGG_3007078927	mouse	10090					MUTATION:  a gtcA mutant was attenuated in mice [PMID:11254558]
3602	OGG_3007078992	mouse	10090					MUTATION:  a recQ mutant was attenuated in mice [PMID:11254558]
3603	OGG_3007079328	mouse	10090					MUTATION: mutant strain showed reduced bacterial escape from phagosomes of macrophages and virulence in mice [PMID:10760131].
3603	OGG_3007079328	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: mutant strain showed reduced bacterial escape from phagosomes of macrophages and virulence in mice [PMID:10760131].
3604	OGG_3007079719	mouse	10090					MUTATION: mutant showed attenuated virulence in mice [PMID:15028680].
3605	OGG_3007080110	mouse	10090					MUTATION:  a recQ mutant was attenuated in mice [PMID:11254558]
3606	OGG_3007080876	mouse	10090					MUTATION: attenuated in mice [PMID:14638794].
3608	OGG_3007327429	mouse	10090					MUTATION: mutX mutant is attenuated in mice [PMID:9826334].
3610	OGG_3007327530	human	9606					MUTATION: cbpG has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3610	OGG_3007327530	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: cbpG has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3612	OGG_3007327738	mouse	10090					MUTATION: nanA mutant is attenuated in mice [PMID:9826334].
3613	OGG_3007327765	mouse	10090					MUTATION: ciaR mutant is attenuated in mice [PMID:15292127].
3614	OGG_3007328238	mouse	10090					MUTATION: zmpB mutant is attenuated in mice [PMID:12841855].
3615	OGG_3007328274	rabbit	9986					MUTATION: spxB mutant has a loss in the ability to attach eukayrotic cells and is attenuated in rabbits [PMID:8820650].
3616	OGG_3007328296	mouse	10090					MUTATION: sodA mutant is attenuated in mice [PMID:10768978].
3617	OGG_3007328330	mouse	10090					MUTATION: ply mutant is attenuated in mice [PMID:10603379].
3619	OGG_3007328606	human	9606					MUTATION: glnA mutant had significantly reduced adhesion to Detroit 562 human pharyngeal epithelial cells [PMID:16787930].
3619	OGG_3007328606	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: glnA mutant had significantly reduced adhesion to Detroit 562 human pharyngeal epithelial cells [PMID:16787930].
3620	OGG_3007328624	mouse	10090					MUTATION: htrA mutant is attenuated in mice [PMID:15292127].
3621	OGG_3007328668	mouse	10090					MUTATION: ccpA mutant is attenuated in mice [PMID:16321938].
3623	OGG_3007328802	mouse	10090					MUTATION: codY mutant has lower bacterial loads during infection in mice compared to the wild type and have a diminished ability to adhere to nasopharangeal cells in vitro [PMID:18024519].
3624	OGG_3007328890	human	9606					MUTATION: cbpE has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3624	OGG_3007328890	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: cbpE has reduced colonization of nasopharynx of rats and reduced adherence to human epithelial cells [PMID:10992472].
3625	OGG_3007329269	mouse	10090					MUTATION: potD mutant is attenuated in pulmonary and systemic models of infection in mice [PMID:16368990].
3626	OGG_3007329323	mouse	10090					MUTATION: nox mutant is attenuated in mice [PMID:11158360].
3627	OGG_3007329421	mouse	10090					MUTATION: clpP mutant is attenuated in mice [PMID:15664911].
3628	OGG_3007329460	mouse	10090					MUTATION: luxS mutant has defective ability to persist in the nasopharyngeal tissues of mice [PMID:15102809].
3630	OGG_3007329489	mouse	10090					MUTATION: nanA mutant is attenuated in mice [PMID:9826334].
3631	OGG_3007329552	human	9606					MUTATION: psrP mutants failed to bind to A549 and LA-4 lung cells, yet adhered normally to human nasopharyngeal epithelial cells and to cells from human and rodent capillary endothelial cell lines. psrP mutants were also unable to persist in the lungs of mice [PMID:18507531].
3631	OGG_3007329552	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: psrP mutants failed to bind to A549 and LA-4 lung cells, yet adhered normally to human nasopharyngeal epithelial cells and to cells from human and rodent capillary endothelial cell lines. psrP mutants were also unable to persist in the lungs of mice [PMID:18507531].
3631	OGG_3007329552	mouse	10090					MUTATION: psrP mutants failed to bind to A549 and LA-4 lung cells, yet adhered normally to human nasopharyngeal epithelial cells and to cells from human and rodent capillary endothelial cell lines. psrP mutants were also unable to persist in the lungs of mice [PMID:18507531].
3631	OGG_3007329552	mouse	10090	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: psrP mutants failed to bind to A549 and LA-4 lung cells, yet adhered normally to human nasopharyngeal epithelial cells and to cells from human and rodent capillary endothelial cell lines. psrP mutants were also unable to persist in the lungs of mice [PMID:18507531].
3632	OGG_3007847881	mouse	10090					MUTATION: nos mutant is attenuated in mice [PMID:18215992].
3634	OGG_3007848168	mouse	10090					MUTATION: asbA mutant is attenuated in macrophages and mice [PMID:14756782].
3634	OGG_3007848168	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: asbA mutant is attenuated in macrophages and mice [PMID:14756782].
3635	OGG_3007848233	mouse	10090					MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3636	OGG_3007848783	mouse	10090					MUTATION: codY mutant is attenuated in mice [PMID:19651859].
3637	OGG_3007848794	mouse	10090					MUTATION: sigB mutant is less virulent in mice than the parental strain [PMID:10960085].
3638	OGG_3007850123	mouse	10090					MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3639	OGG_3007851138	mouse	10090					MUTATION: clpX deletion mutant is attenuated in mice [PMID:20375606].
3641	OGG_3007853218	mouse	10090					MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3642	OGG_3007847664	mouse	10090					MUTATION: lef mutant is non-lethal in mice [PMID:1910002].
3644	OGG_3007847827	mouse	10090					MUTATION: pagA mutant is non-lethal in mice [PMID:1910002].
3645	OGG_3007847839	mouse	10090					MUTATION: atxA mutant is avirulent in mice [PMID:12224521].
3646	OGG_3007847529	mouse	10090					MUTATION: acpB mutant is attenuated in mice [PMID:15616593].
3647	OGG_3007847571	mouse	10090					MUTATION: capD mutant is attenuated in mice [PMID:16045616].
3648	OGG_3007847606	mouse	10090					MUTATION: capE mutant is avirulent in mice [PMID:16267300].
3650	OGG_3007782752	mouse	10090					MUTATION: codY mutant is attenuated in mice [PMID:19651859].
3651	OGG_3007782926	mouse	10090					MUTATION: asbA mutant is attenuated in macrophages and mice [PMID:14756782].
3651	OGG_3007782926	mouse	10090	http://purl.obolibrary.org/obo/CL_0000235	macrophage			MUTATION: asbA mutant is attenuated in macrophages and mice [PMID:14756782].
3652	OGG_3007782979	mouse	10090					MUTATION: sigB mutant is less virulent in mice than the parent strain [PMID:10960085].
3653	OGG_3007783063	mouse	10090					MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3655	OGG_3007783761	mouse	10090					MUTATION: nos mutant is attenuated in mice [PMID:18215992].
3656	OGG_3007784922	mouse	10090					MUTATION: clpX deletion mutant is attenuated in mice [PMID:20375606].
3657	OGG_3007786419	mouse	10090					MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3658	OGG_3007787415	mouse	10090					MUTATION: A quadruple-knockout strain (Delta sod15 Delta sodA1 Delta sodC Delta sodA2) was attenuated more than 40-fold upon intranasal challenge of mice compared to the wild type [PMID:18955476].
3659	OGG_3007780695	mouse	10090					MUTATION: pagA mutant is non-lethal in mice [PMID:1910002].
3661	OGG_3007780718	mouse	10090					MUTATION: lef mutant is non-lethal in mice [PMID:1910002].
3662	OGG_3007780750	mouse	10090					MUTATION: atxA mutant is avirulent in mice [PMID:12224521].
3663	OGG_3007780535	mouse	10090					MUTATION: acpB mutant is attenuated in mice [PMID:15616593].
3664	OGG_3007780538	mouse	10090					MUTATION:  capE mutant is avirulent in mice [PMID:16267300].
3665	OGG_3007780572	mouse	10090					MUTATION: capD mutant is attenuated in mice [PMID:16045616].
3666	OGG_3007887507	mouse	10090					MUTATION: pilA mutant is attenuated in mice [PMID:15664977].
3667	OGG_3007888150	human	9606					MUTATION: mviN mutant displayed an increased LD50 value in the hamster infection model and a loss of the ability to invade human lung epithelial cells [PMID:17110975].
3667	OGG_3007888150	human	9606	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: mviN mutant displayed an increased LD50 value in the hamster infection model and a loss of the ability to invade human lung epithelial cells [PMID:17110975].
3667	OGG_3007888150	hamster	10036					MUTATION: mviN mutant displayed an increased LD50 value in the hamster infection model and a loss of the ability to invade human lung epithelial cells [PMID:17110975].
3667	OGG_3007888150	hamster	10036	http://purl.obolibrary.org/obo/CL_0000066	epithelial cell			MUTATION: mviN mutant displayed an increased LD50 value in the hamster infection model and a loss of the ability to invade human lung epithelial cells [PMID:17110975].
3668	OGG_3007888461	mouse	10090					MUTATION: purM mutant is attenuated in mice [PMID:16714590].
3669	OGG_3007889124	mouse	10090					MUTATION: nth mutant is attenuated in mice [PMID:17189432].
3670	OGG_3007889272	mouse	10090					MUTATION: ppsA mutant is attenuated in mice [PMID:17189432].
3671	OGG_3007889294	mouse	10090					MUTATION: hisF mutant is attenuated in mice [PMID:16714590].
3672	OGG_3007889759	mouse	10090					MUTATION: purN mutant is attenuated in mice [PMID:16714590].
3673	OGG_3007889774	mouse	10090					MUTATION: rpoE mutant is attenuated in mice [PMID:17346071].
3674	OGG_3007890481	mouse	10090					MUTATION: lipB mutant is attenuated in mice [PMID:16714590].
3675	OGG_3007890564	mouse	10090					MUTATION: serC mutant is attenuated in mice [PMID:16997946].
3682	OGG_3008177616	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3683	OGG_3008177876	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3685	OGG_3008178231	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3685	OGG_3008178231	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3686	OGG_3008178456	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3695	OGG_3008216050	cattle	9913					MUTATION: espK mutant attenuated in calves [PMID:16958848].
3696	OGG_3008216210	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3697	OGG_3008216268	mouse	10090					MUTATION: nelA deletion mutant attenuated in mice [PMID:14982621].
3698	OGG_3008217094	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3701	OGG_3008219101	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3703	OGG_3008219235	human	9606					MUTATION: deletion mutant attenuated in humans compared to wild-type EPEC [PMID:10816529].
3706	OGG_3008219240	human	9606					MUTATION: attenuated in humans [PMID:8376594].
3708	OGG_3008219245	rabbit	9986					MUTATION: deletion mutant is attenuated in infant rabbits [PMID:15731044].
3709	OGG_3008219249	rabbit	9986					MUTATION: deletion of escN abolished pathogenicity in infant rabbits compared to wild-type EHEC [PMID:15731044].
3712	OGG_3008219461	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3714	OGG_3008219970	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3714	OGG_3008219970	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3715	OGG_3008484733	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3718	OGG_3008485567	rabbit	9986					MUTATION: deletion of escN abolished pathogenicity in infant rabbits compared to wild-type EHEC [PMID:15731044].
3721	OGG_3008486116	human	9606					MUTATION: deletion mutant attenuated in humans compared to wild-type EPEC [PMID:10816529].
3722	OGG_3008486117	rabbit	9986					MUTATION: deletion mutant is attenuated in infant rabbits [PMID:15731044].
3724	OGG_3008486355	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3725	OGG_3008486421	human	9606					MUTATION: attenuated in humans [PMID:8376594].
3728	OGG_3008486516	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3728	OGG_3008486516	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3729	OGG_3008486550	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3730	OGG_3008487016	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3731	OGG_3008487017	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3732	OGG_3008487018	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3733	OGG_3008487019	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3734	OGG_3008488159	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3737	OGG_3008488732	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3739	OGG_3008479008	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3744	OGG_3008480655	human	9606					MUTATION: attenuated in humans [PMID:8376594].
3745	OGG_3008480894	mouse	10090					MUTATION: dppA mutant was attenuated 10- to 50-fold compared to the wild type for colonization of the bladders and kidneys of mice [PMID:17074858].
3747	OGG_3008480968	rabbit	9986					MUTATION: deletion of escN abolished pathogenicity in infant rabbits compared to wild-type EHEC [PMID:15731044].
3749	OGG_3008480971	human	9606					MUTATION: deletion mutant attenuated in humans compared to wild-type EPEC [PMID:10816529].
3751	OGG_3008481056	human	9606					MUTATION: attenuated in mice and humans [PMID:18482721].
3751	OGG_3008481056	mouse	10090					MUTATION: attenuated in mice and humans [PMID:18482721].
3752	OGG_3008481090	cattle	9913					MUTATION: fliC deletion mutants had reduced adherence in bovine tissue compared to the wild type EHEC and EPEC strains [PMID:17693516].
3753	OGG_3008481558	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3754	OGG_3008481559	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3755	OGG_3008481560	mouse	10090					MUTATION: attenuated in mice [PMID:2973985].
3756	OGG_3008481561	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3759	OGG_3008482582	rabbit	9986					MUTATION: deletion mutant is attenuated in infant rabbits [PMID:15731044].
3760	OGG_3008482829	mouse	10090					MUTATION: attenuated in mice [PMID:12117951].
3762	OGG_3008483275	mouse	10090					MUTATION: attenuated in mice [PMID:11553558].
3766	OGG_3008474193	rabbit	9986					MUTATION: deletion of escN abolished pathogenicity in infant rabbits compared to wild-type EHEC [PMID:15731044].
3768	OGG_3008474872	human	9606					MUTATION: deletion mutant attenuated in humans compared to wild-type EPEC [PMID:10816529].
